event_id,member_id,event_type,event_timestamp,enrollment_date,points_earned,transaction_amount,accrual_reason,accrual_category,accrual_multiplier,points_redeemed,redemption_value,redemption_type,tier_status,tier_qualified_date,referred_by_member_id,referral_bonus_amount,ip_address,device_fingerprint,geo_country,geo_city,welcome_bonus_points,fraud_label,signal_embedded
EVT-00004790,MBR-000479,accrual,2024-05-04 10:45:00,2021-06-08,119.0,10.16,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,199.169.155.49,DEV-794496,US,New York,0.0,clean,
EVT-00004791,MBR-000629,accrual,2023-10-10 01:38:00,2020-08-30,308.0,31.51,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,85.99.196.67,DEV-419088,US,Seattle,0.0,clean,
EVT-00004792,MBR-000093,redemption,2023-05-26 03:58:00,2022-07-30,0.0,0.0,,,1.0,1700.0,17.0,cashback,Silver,,,0.0,46.37.120.251,DEV-742942,US,Denver,0.0,clean,
EVT-00004793,MBR-000168,accrual,2023-02-18 01:43:00,2020-02-03,162.0,18.69,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,187.123.176.8,DEV-153523,US,Chicago,0.0,clean,
EVT-00004794,MBR-000074,accrual,2023-09-09 11:44:00,2022-04-11,358.0,38.55,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,123.67.19.142,DEV-221565,US,Boston,0.0,clean,
EVT-00004795,MBR-000242,accrual,2023-09-03 09:11:00,2021-07-08,56.0,5.9,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,16.186.140.23,DEV-124661,US,Los Angeles,0.0,clean,
EVT-00004796,MBR-000406,accrual,2023-05-30 05:52:00,2022-06-30,166.0,19.89,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,245.198.236.81,DEV-377197,US,Chicago,0.0,clean,
EVT-00004797,MBR-000711,accrual,2024-02-22 14:53:00,2021-12-15,81.0,8.05,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,28.88.9.243,DEV-707106,US,Seattle,0.0,clean,
EVT-00004798,MBR-000059,redemption,2023-07-05 11:14:00,2022-05-09,0.0,0.0,,,1.0,1638.0,16.38,gift_card,Bronze,,,0.0,55.76.23.13,DEV-565032,US,Phoenix,0.0,clean,
EVT-00004799,MBR-000149,accrual,2024-05-09 11:45:00,2020-06-28,70.0,6.33,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,91.69.93.13,DEV-352124,US,Seattle,0.0,clean,
EVT-00004800,MBR-000665,accrual,2023-07-09 11:09:00,2021-05-06,361.0,36.53,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,146.134.147.86,DEV-680471,US,New York,0.0,clean,
EVT-00004801,MBR-PF001,accrual,2023-04-09 11:10:00,2023-01-15,14896.0,148.96,bonus,Online,10.0,0.0,0.0,,Gold,,,0.0,60.145.160.191,DEV-376129,US,New York,0.0,fraud,point_farming
EVT-00004802,MBR-000342,accrual,2023-04-04 04:05:00,2022-06-29,139.0,13.54,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,14.159.237.164,DEV-202230,US,Houston,0.0,clean,
EVT-00004803,MBR-000849,accrual,2023-05-28 13:10:00,2021-08-09,326.0,31.73,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,37.70.112.104,DEV-862132,US,Houston,0.0,clean,
EVT-00004804,MBR-000495,accrual,2023-06-22 05:10:00,2021-11-12,497.0,55.63,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,58.253.44.229,DEV-851903,US,Houston,0.0,clean,
EVT-00004805,MBR-000277,redemption,2023-05-19 06:05:00,2021-11-12,0.0,0.0,,,1.0,613.0,6.13,travel,Bronze,,,0.0,149.32.72.201,DEV-668409,US,Denver,0.0,clean,
EVT-00004806,MBR-000848,accrual,2024-08-22 06:18:00,2020-09-23,252.0,27.53,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,147.150.54.179,DEV-337378,US,Houston,0.0,clean,
EVT-00004807,MBR-000192,accrual,2023-06-02 13:00:00,2021-06-25,92.0,8.25,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,2.143.187.184,DEV-823393,US,New York,0.0,clean,
EVT-00004808,MBR-000808,accrual,2023-10-31 19:47:00,2022-05-12,366.0,34.11,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,71.22.142.108,DEV-957675,US,New York,0.0,clean,
EVT-00004809,MBR-000720,accrual,2023-01-06 11:22:00,2022-06-19,198.0,21.92,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,211.248.175.244,DEV-760895,US,Miami,0.0,clean,
EVT-00004810,MBR-000331,accrual,2023-05-23 22:37:00,2021-06-18,457.0,41.63,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,18.52.70.239,DEV-355524,US,Denver,0.0,clean,
EVT-00004811,MBR-000713,accrual,2024-07-11 15:43:00,2020-07-07,370.0,33.46,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,24.187.60.94,DEV-215288,US,Boston,0.0,clean,
EVT-00004812,MBR-000465,redemption,2024-11-09 01:41:00,2022-11-14,0.0,0.0,,,1.0,1327.0,13.27,gift_card,Bronze,,,0.0,194.198.163.137,DEV-511767,US,Miami,0.0,clean,
EVT-00004813,MBR-000783,accrual,2024-06-08 03:02:00,2020-04-28,122.0,13.21,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,147.13.32.194,DEV-771672,US,New York,0.0,clean,
EVT-00004814,MBR-000458,accrual,2023-08-06 23:22:00,2020-05-05,333.0,30.36,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,34.19.87.189,DEV-386589,US,Los Angeles,0.0,clean,
EVT-00004815,MBR-000177,accrual,2024-10-03 11:49:00,2022-04-25,115.0,11.0,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,103.93.233.22,DEV-657736,US,New York,0.0,clean,
EVT-00004816,MBR-000532,accrual,2024-03-03 19:41:00,2020-12-03,192.0,23.98,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,242.213.5.137,DEV-158956,US,Boston,0.0,clean,
EVT-00004817,MBR-000398,accrual,2023-06-14 21:02:00,2022-03-02,207.0,23.82,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,3.40.75.44,DEV-460966,US,Phoenix,0.0,clean,
EVT-00004818,MBR-000099,accrual,2023-10-22 19:50:00,2022-05-29,55.0,5.29,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,41.21.104.202,DEV-202189,US,Houston,0.0,clean,
EVT-00004819,MBR-RV001,redemption,2023-05-23 11:09:00,2022-06-01,0.0,0.0,,,1.0,9864.0,98.64,gift_card,Silver,,,0.0,25.10.166.15,DEV-223755,US,Chicago,0.0,fraud,redemption_velocity_abuse
EVT-00004820,MBR-000036,accrual,2024-06-16 10:17:00,2022-07-20,177.0,17.15,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,68.136.51.14,DEV-653041,US,Houston,0.0,clean,
EVT-00004821,MBR-000741,accrual,2024-10-05 15:19:00,2020-07-28,399.0,48.07,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,150.237.132.109,DEV-316655,US,Miami,0.0,clean,
EVT-00004822,MBR-000167,accrual,2023-02-04 21:27:00,2022-10-14,487.0,52.44,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,26.30.11.140,DEV-765420,US,Phoenix,0.0,clean,
EVT-00004823,MBR-000595,accrual,2023-03-07 17:58:00,2022-05-01,365.0,32.84,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,85.195.132.32,DEV-593041,US,Boston,0.0,clean,
EVT-00004824,MBR-000254,accrual,2023-10-20 01:42:00,2020-05-23,499.0,46.24,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,248.85.51.86,DEV-230009,US,Miami,0.0,clean,
EVT-00004825,MBR-HUB001,accrual,2024-10-12 08:54:00,2023-03-01,480.0,51.36,referral_bonus,,1.0,0.0,0.0,,Gold,,,25.0,151.2.133.122,DEV-547603,US,Los Angeles,0.0,fraud,referral_ring
EVT-00004826,MBR-000898,accrual,2024-01-20 02:11:00,2021-03-28,300.0,35.29,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,229.250.21.43,DEV-433325,US,Houston,0.0,clean,
EVT-00004827,MBR-000377,accrual,2024-07-02 14:30:00,2020-05-26,431.0,41.77,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,221.230.50.98,DEV-401708,US,Phoenix,0.0,clean,
EVT-00004828,MBR-000290,accrual,2024-08-27 18:55:00,2020-05-15,186.0,16.66,purchase,Retail,1.0,0.0,0.0,,Silver,,,0.0,240.188.125.99,DEV-101618,US,Houston,0.0,clean,
EVT-00004829,MBR-000907,accrual,2024-01-08 00:36:00,2020-08-13,433.0,41.53,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,104.185.8.94,DEV-618200,US,Houston,0.0,clean,
EVT-00004830,MBR-000651,accrual,2023-01-31 22:24:00,2022-02-14,196.0,22.97,purchase,Retail,1.0,0.0,0.0,,Silver,,,0.0,112.112.208.215,DEV-677369,US,Chicago,0.0,clean,
EVT-00004831,MBR-000951,accrual,2024-08-04 21:49:00,2022-04-21,482.0,57.59,purchase,Retail,1.0,0.0,0.0,,Silver,,,0.0,186.58.208.23,DEV-725081,US,Atlanta,0.0,clean,
EVT-00004832,MBR-000570,redemption,2024-05-06 21:03:00,2022-02-18,0.0,0.0,,,1.0,1261.0,12.61,merchandise,Silver,,,0.0,166.160.70.247,DEV-997792,US,Miami,0.0,clean,
EVT-00004833,MBR-000771,accrual,2024-08-14 20:27:00,2021-05-12,444.0,37.91,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,173.251.207.68,DEV-860417,US,Miami,0.0,clean,
EVT-00004834,MBR-000365,accrual,2024-06-21 12:23:00,2022-09-15,375.0,43.65,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,251.122.138.142,DEV-806151,US,Houston,0.0,clean,
EVT-00004835,MBR-000529,accrual,2023-10-10 04:26:00,2022-01-04,460.0,38.82,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,80.31.125.107,DEV-971645,US,Boston,0.0,clean,
EVT-00004836,MBR-000900,accrual,2023-11-12 20:03:00,2021-03-13,500.0,41.93,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,200.71.42.169,DEV-708575,US,Phoenix,0.0,clean,
EVT-00004837,MBR-000273,accrual,2023-01-29 06:28:00,2020-07-04,68.0,6.14,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,225.223.82.122,DEV-724824,US,Los Angeles,0.0,clean,
EVT-00004838,MBR-000895,accrual,2024-11-13 06:23:00,2022-03-18,305.0,30.22,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,3.13.66.55,DEV-752812,US,Denver,0.0,clean,
EVT-00004839,MBR-000403,accrual,2023-05-18 00:25:00,2021-08-26,182.0,21.42,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,73.67.121.40,DEV-570833,US,Denver,0.0,clean,
EVT-00004840,MBR-000441,accrual,2024-01-20 21:40:00,2022-10-08,480.0,54.6,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,75.18.103.55,DEV-233972,US,Seattle,0.0,clean,
EVT-00004841,MBR-000455,accrual,2023-09-25 22:33:00,2021-09-11,124.0,12.95,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,90.169.149.94,DEV-839430,US,Chicago,0.0,clean,
EVT-00004842,MBR-000698,accrual,2024-02-06 02:49:00,2022-07-12,437.0,36.48,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,134.128.16.87,DEV-665559,US,Seattle,0.0,clean,
EVT-00004843,MBR-000073,redemption,2023-07-09 17:14:00,2021-11-02,0.0,0.0,,,1.0,1534.0,15.34,gift_card,Bronze,,,0.0,64.116.125.60,DEV-103771,US,Houston,0.0,clean,
EVT-00004844,MBR-000899,accrual,2023-01-11 11:19:00,2021-10-15,474.0,40.41,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,135.82.211.187,DEV-669902,US,Los Angeles,0.0,clean,
EVT-00004845,MBR-000368,accrual,2024-02-11 04:28:00,2020-09-06,277.0,24.18,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,70.196.3.199,DEV-491206,US,Miami,0.0,clean,
EVT-00004846,MBR-000902,accrual,2023-08-20 13:00:00,2021-04-16,134.0,11.89,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,232.202.217.237,DEV-698388,US,Seattle,0.0,clean,
EVT-00004847,MBR-000833,accrual,2024-10-22 02:24:00,2021-11-11,362.0,38.08,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,47.100.245.182,DEV-850847,US,Denver,0.0,clean,
EVT-00004848,MBR-000314,accrual,2024-12-20 07:53:00,2021-05-28,122.0,10.92,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,14.173.132.50,DEV-522635,US,Seattle,0.0,clean,
EVT-00004849,MBR-000852,accrual,2023-07-16 16:09:00,2022-01-12,160.0,15.45,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,231.61.198.100,DEV-935855,US,Atlanta,0.0,clean,
EVT-00004850,MBR-000119,redemption,2024-04-23 14:39:00,2022-09-04,0.0,0.0,,,1.0,2685.0,26.85,gift_card,Silver,,,0.0,179.136.192.53,DEV-193858,US,Boston,0.0,clean,
EVT-00004851,MBR-000587,accrual,2024-08-18 01:29:00,2020-03-28,94.0,8.84,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,244.194.145.39,DEV-155832,US,Atlanta,0.0,clean,
EVT-00004852,MBR-000585,accrual,2024-11-25 15:46:00,2020-08-06,187.0,16.61,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,218.185.192.11,DEV-482546,US,Chicago,0.0,clean,
EVT-00004853,MBR-000704,accrual,2023-10-26 13:07:00,2020-07-15,199.0,18.33,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,106.239.113.60,DEV-603492,US,New York,0.0,clean,
EVT-00004854,MBR-000209,accrual,2024-09-03 19:36:00,2022-11-28,303.0,25.53,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,248.58.80.110,DEV-530627,US,Boston,0.0,clean,
EVT-00004855,MBR-000881,accrual,2024-06-08 04:32:00,2021-05-27,312.0,26.95,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,128.18.133.253,DEV-680525,US,Chicago,0.0,clean,
EVT-00004856,MBR-000986,accrual,2024-11-24 17:21:00,2022-09-29,216.0,26.18,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,212.105.146.158,DEV-792231,US,Atlanta,0.0,clean,
EVT-00004857,MBR-000302,accrual,2023-01-12 17:53:00,2021-10-04,65.0,5.55,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,222.31.48.9,DEV-327618,US,Boston,0.0,clean,
EVT-00004858,MBR-000501,redemption,2024-02-19 17:30:00,2020-02-13,0.0,0.0,,,1.0,746.0,7.46,merchandise,Silver,,,0.0,209.178.108.119,DEV-194462,US,Miami,0.0,clean,
EVT-00004859,MBR-000125,accrual,2023-04-23 01:03:00,2022-02-17,96.0,8.46,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,10.196.215.69,DEV-639375,US,New York,0.0,clean,
EVT-00004860,MBR-000212,accrual,2024-01-15 11:43:00,2021-04-09,476.0,52.2,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,248.248.170.146,DEV-659856,US,Los Angeles,0.0,clean,
EVT-00004861,MBR-000249,accrual,2024-12-20 20:17:00,2022-02-08,461.0,38.74,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,185.50.208.99,DEV-138468,US,Phoenix,0.0,clean,
EVT-00004862,MBR-TG002,accrual,2023-12-26 00:00:00,2023-01-01,3075.0,302.56,purchase,Online,1.0,0.0,0.0,,Gold,2023-12-31,,0.0,213.38.109.161,DEV-862752,US,Dallas,0.0,fraud,tier_gaming
EVT-00004863,MBR-000966,accrual,2023-10-25 02:48:00,2022-11-02,259.0,23.12,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,60.183.48.163,DEV-220721,US,Los Angeles,0.0,clean,
EVT-00004864,MBR-000371,accrual,2024-06-10 11:55:00,2022-09-30,175.0,18.72,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,147.90.81.11,DEV-624270,US,Los Angeles,0.0,clean,
EVT-00004865,MBR-000567,accrual,2023-12-19 18:01:00,2022-12-25,484.0,42.57,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,152.69.131.232,DEV-819492,US,Chicago,0.0,clean,
EVT-00004866,MBR-000253,accrual,2024-11-06 15:54:00,2022-11-18,300.0,30.03,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,94.78.149.48,DEV-640175,US,Atlanta,0.0,clean,
EVT-00004867,MBR-000902,accrual,2024-05-12 23:37:00,2021-04-16,476.0,42.25,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,181.155.176.92,DEV-841286,US,Houston,0.0,clean,
EVT-00004868,MBR-000754,accrual,2023-06-28 09:24:00,2021-08-09,299.0,35.43,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,192.93.7.251,DEV-531577,US,Boston,0.0,clean,
EVT-00004869,MBR-000059,redemption,2023-07-14 21:45:00,2022-05-09,0.0,0.0,,,1.0,2643.0,26.43,cashback,Silver,,,0.0,107.199.152.196,DEV-453685,US,Atlanta,0.0,clean,
EVT-00004870,MBR-000537,accrual,2023-03-18 02:08:00,2021-10-21,319.0,37.65,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,212.1.229.31,DEV-508013,US,Los Angeles,0.0,clean,
EVT-00004871,MBR-000085,accrual,2024-02-28 21:41:00,2020-09-19,402.0,37.19,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,129.124.75.190,DEV-454973,US,Chicago,0.0,clean,
EVT-00004872,MBR-000811,accrual,2024-02-06 19:19:00,2021-11-02,245.0,29.37,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,5.3.83.217,DEV-989648,US,Houston,0.0,clean,
EVT-00004873,MBR-000445,accrual,2023-11-18 04:29:00,2021-03-09,230.0,20.83,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,153.180.43.176,DEV-561670,US,Los Angeles,0.0,clean,
EVT-00004874,MBR-000612,redemption,2024-12-08 20:29:00,2021-12-01,0.0,0.0,,,1.0,1229.0,12.29,statement_credit,Bronze,,,0.0,22.195.18.195,DEV-835184,US,Los Angeles,0.0,clean,
EVT-00004875,MBR-000533,accrual,2023-07-23 21:56:00,2022-05-29,173.0,19.21,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,63.175.96.189,DEV-123206,US,New York,0.0,clean,
EVT-00004876,MBR-000228,accrual,2024-03-29 09:18:00,2020-12-31,315.0,31.63,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,169.212.148.76,DEV-239985,US,New York,0.0,clean,
EVT-00004877,MBR-000491,accrual,2024-01-07 09:50:00,2020-11-19,267.0,28.0,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,16.193.44.246,DEV-388396,US,New York,0.0,clean,
EVT-00004878,MBR-000962,accrual,2023-01-26 07:36:00,2021-04-26,86.0,9.8,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,9.1.206.247,DEV-956838,US,Atlanta,0.0,clean,
EVT-00004879,MBR-000607,accrual,2023-11-28 11:24:00,2022-11-06,313.0,29.62,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,166.224.24.93,DEV-846250,US,Houston,0.0,clean,
EVT-00004880,MBR-000023,redemption,2023-11-03 04:44:00,2021-03-22,0.0,0.0,,,1.0,792.0,7.92,travel,Bronze,,,0.0,40.161.195.226,DEV-720724,US,Phoenix,0.0,clean,
EVT-00004881,MBR-000397,accrual,2024-06-03 08:43:00,2020-11-22,412.0,48.08,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,11.53.43.63,DEV-735647,US,Atlanta,0.0,clean,
EVT-00004882,MBR-000991,redemption,2023-12-03 11:40:00,2022-12-05,0.0,0.0,,,1.0,939.0,9.39,cashback,Silver,,,0.0,170.182.43.155,DEV-376060,US,Los Angeles,0.0,clean,
EVT-00004883,MBR-000963,accrual,2023-11-29 13:58:00,2021-12-15,295.0,31.37,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,115.217.123.121,DEV-843130,US,Chicago,0.0,clean,
EVT-00004884,MBR-000838,accrual,2023-06-16 19:41:00,2022-04-11,465.0,50.07,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,170.96.105.208,DEV-770760,US,Phoenix,0.0,clean,
EVT-00004885,MBR-000010,accrual,2023-04-25 14:52:00,2020-01-18,390.0,40.9,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,159.240.96.13,DEV-992236,US,Miami,0.0,clean,
EVT-00004886,MBR-000423,redemption,2023-06-21 17:43:00,2022-04-11,0.0,0.0,,,1.0,2876.0,28.76,merchandise,Silver,,,0.0,145.148.233.115,DEV-525156,US,Houston,0.0,clean,
EVT-00004887,MBR-000931,accrual,2024-08-15 03:53:00,2022-05-07,268.0,27.29,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,125.230.162.140,DEV-303536,US,Denver,0.0,clean,
EVT-00004888,MBR-000850,accrual,2023-04-13 12:44:00,2021-06-11,473.0,56.17,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,107.18.205.48,DEV-547848,US,Denver,0.0,clean,
EVT-00004889,MBR-000329,accrual,2023-11-20 18:03:00,2020-09-17,133.0,14.25,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,240.44.250.181,DEV-274552,US,Miami,0.0,clean,
EVT-00004890,MBR-000045,accrual,2024-10-20 21:11:00,2022-08-26,211.0,19.77,purchase,Retail,1.0,0.0,0.0,,Silver,,,0.0,74.191.86.13,DEV-425333,US,Los Angeles,0.0,clean,
EVT-00004891,MBR-000578,accrual,2023-06-06 12:31:00,2020-11-27,211.0,18.22,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,53.68.142.96,DEV-533766,US,Chicago,0.0,clean,
EVT-00004892,MBR-000431,accrual,2023-11-02 14:26:00,2021-09-07,454.0,39.34,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,3.122.120.156,DEV-551004,US,Chicago,0.0,clean,
EVT-00004893,MBR-000287,accrual,2024-06-25 19:46:00,2022-11-18,147.0,12.78,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,220.168.180.254,DEV-972293,US,Boston,0.0,clean,
EVT-00004894,MBR-000565,accrual,2024-10-14 13:37:00,2021-04-20,476.0,51.32,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,130.102.182.253,DEV-644443,US,Miami,0.0,clean,
EVT-00004895,MBR-000471,redemption,2023-05-20 10:07:00,2020-03-28,0.0,0.0,,,1.0,1160.0,11.6,merchandise,Silver,,,0.0,242.100.59.117,DEV-649792,US,Boston,0.0,clean,
EVT-00004896,MBR-000842,redemption,2023-02-20 12:33:00,2021-06-01,0.0,0.0,,,1.0,980.0,9.8,travel,Silver,,,0.0,107.55.78.141,DEV-381671,US,Chicago,0.0,clean,
EVT-00004897,MBR-000545,accrual,2023-10-06 21:02:00,2020-10-14,131.0,11.87,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,112.112.231.128,DEV-228717,US,Atlanta,0.0,clean,
EVT-00004898,MBR-000122,accrual,2024-03-09 02:55:00,2020-05-18,302.0,31.01,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,70.220.203.113,DEV-167194,US,Boston,0.0,clean,
EVT-00004899,MBR-000999,accrual,2024-04-19 10:41:00,2020-02-15,58.0,5.2,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,206.252.40.238,DEV-376245,US,Seattle,0.0,clean,
EVT-00004900,MBR-000173,accrual,2024-09-03 12:26:00,2021-06-08,493.0,48.24,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,147.112.243.178,DEV-612229,US,Boston,0.0,clean,
EVT-00004901,MBR-000227,accrual,2024-05-10 17:35:00,2021-08-06,264.0,23.48,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,244.203.84.89,DEV-182510,US,New York,0.0,clean,
EVT-00004902,MBR-000551,accrual,2023-11-18 16:56:00,2022-10-04,167.0,15.98,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,207.37.44.102,DEV-478247,US,Chicago,0.0,clean,
EVT-00004903,MBR-000832,accrual,2024-11-24 05:38:00,2020-11-16,463.0,52.73,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,227.152.53.94,DEV-226789,US,Seattle,0.0,clean,
EVT-00004904,MBR-HUB001,accrual,2023-03-18 05:43:00,2023-03-01,695.0,93.56,referral_bonus,,1.0,0.0,0.0,,Gold,,,25.0,151.2.133.122,DEV-547603,US,Los Angeles,0.0,fraud,referral_ring
EVT-00004905,MBR-000227,accrual,2024-05-09 15:45:00,2021-08-06,74.0,8.82,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,59.174.145.35,DEV-179022,US,New York,0.0,clean,
EVT-00004906,MBR-000475,accrual,2023-10-05 06:03:00,2022-01-02,90.0,7.98,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,206.96.233.12,DEV-632300,US,New York,0.0,clean,
EVT-00004907,MBR-000944,accrual,2023-06-13 00:17:00,2020-10-29,318.0,30.3,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,85.171.101.215,DEV-238032,US,New York,0.0,clean,
EVT-00004908,MBR-000525,redemption,2023-08-07 00:01:00,2022-11-15,0.0,0.0,,,1.0,2492.0,24.92,gift_card,Bronze,,,0.0,71.220.201.202,DEV-862409,US,Boston,0.0,clean,
EVT-00004909,MBR-000085,accrual,2024-12-29 00:30:00,2020-09-19,138.0,15.92,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,236.124.13.159,DEV-122864,US,Atlanta,0.0,clean,
EVT-00004910,MBR-000805,accrual,2023-03-22 14:08:00,2020-04-04,152.0,14.92,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,13.211.192.21,DEV-473943,US,Houston,0.0,clean,
EVT-00004911,MBR-000104,accrual,2023-09-02 10:38:00,2021-06-17,461.0,49.16,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,5.205.118.234,DEV-592921,US,Miami,0.0,clean,
EVT-00004912,MBR-000036,accrual,2024-02-16 07:47:00,2022-07-20,287.0,30.55,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,119.71.179.116,DEV-280602,US,New York,0.0,clean,
EVT-00004913,MBR-000254,accrual,2024-01-07 03:03:00,2020-05-23,435.0,50.46,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,224.43.216.47,DEV-456593,US,Phoenix,0.0,clean,
EVT-00004914,MBR-000621,accrual,2023-03-14 13:58:00,2020-08-05,215.0,19.06,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,221.114.122.126,DEV-418581,US,Atlanta,0.0,clean,
EVT-00004915,MBR-000555,accrual,2023-02-28 06:59:00,2022-02-08,484.0,48.87,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,203.29.227.102,DEV-871063,US,Denver,0.0,clean,
EVT-00004916,MBR-000068,accrual,2024-12-03 04:15:00,2020-05-13,239.0,27.38,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,49.44.202.66,DEV-652981,US,New York,0.0,clean,
